sender,text,intent,label
+6396852***14,Ikaw ang maswerteng Makatanggap ng P555 na bonus >>> Msasdf.pgwinwin.fi,Gambling Scam,3
+6397049***83,"Catch midweek wave of fortune!Up to 100000x multipliers in slotgames, grab chance to win P1,224,834,000 and Vlvo V30PRO 5G! ?>#>Gjakpt.email<#",Gambling Scam,3
+63910****141,"Download APP to get FREE rewards 50P,100% first deposit bonus,Uncapped 1.0% Bonus Per Deposit,join:pub11.tv",Gambling Scam,3
+63981****388,Handog sayo (name). Sa bagong platform sa bansa Wplus ang 5500 bonus at 3% sa bawat deposito N8q+CdEKKpY=. wplus4you.com/M3l3k3ng-b5n5s,Investment Scam,6
+63981****800,"Hi dear, my name is Thina from Prime Lux Limited. You have been selected as one of our raffle winners for a cash reward of GBP 850,000. Kindly reply for claim details.",Raffle Scam,11
+63640****000,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. twlk.bid",Job Scam,7
NTC,"CICC: Babala! Mag-ingat sa mga tawag o text mula sa nagpapanggap na opisyal o empleyado ng ahensya ng gobyerno, ito ay SCAM. Ireport sa CICC Hotline 1326.",HAM,5
+6395067***43,"Magparehistro para sa libreng â‚±7777, tumaya:â€€luck7.tw/1t5U",Gambling Scam,3
+63991****872,"Borrow Funds to meet your needs. Text ""Yes"" for more details.",Loan Scam,8
SMART,"Hi, Scott ! Enjoy seamless connectivity for your loved ones by adding an extra Postpaid line. Simply present one valid ID and this code: OPT000023 at your chosen Smart Store to explore the latest phones and offers or call *888. Live more today with Smart! T&Cs apply.",Commercial Spam,1
+63985****683,"Get Today Now, 25th PayDay Blast Free 6,888p Bonus on GoJackpot! Be Ready Too for Friday Bonus 6,888p on Tomorrow! New Player, Free 777p + 177p at GoJackpot1.tv",Gambling Scam,3
SmartApp,"Hi there! Shine with the stars at the 2023 Asia Artist Awards in Bulacan on Dec. 14, 2023! Redeem one (1) LBA Premium Ticket for just 500 GigaPoints via the Smart App starting at 12:00NN TODAY, Dec. 9, 2023. Limited redemptions only. Not enough GigaPoints? Pay your Postpaid bill NOW via the Smart App and earn 5% cashback in GigaPoints. You can download the app at smrt.ph/AAASmartApp For more info, visit smrt.ph/SmartLiveAAA. DTI#181760",Commercial Spam,1
+63996****360,Ikaw ang maswerteng na pili Zu05UB1o18E= na makakuha ng libreng Slot game bonus at libreng 3000 bonus. I claim ito upang makapaglaro at manalo. ti4yougame.com/Masuwerteng-Bonus,Prize Scam,10
BDO Deals,"BUY NOW PAY LATER at 0% interest and enjoy exclusive offers from SM Appliance Center, ACE Hardware, Our Home, Crate & Barrel, Dyson, and SM Home w/ your BDO Credit Card. Plus, pay 3 months later until May 31, 2025. Visit the BDO website, search 'Appliances', 'Furniture' or 'Hardware' for T&Cs. DTI215363",Commercial Spam,1
+63981****942,New PH Game Platform Online ! Let Play U Prefer Game AND WiN BIG CasH! Register Now FREE 178 BONUS. ONLY AT cod11.cc,Gambling Scam,3
SMART,"SIM REG ADVISORY: This is a reminder that SMART POSTPAID SIMs are already considered registered. Rest assured that you will still continue to enjoy using data, sending texts and making calls even after the SIM registration deadline.",Commercial Spam,1
+63951****753,Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: yystf5ree.nl,Gambling Scam,3
+63929****732,[FEX] Your parcel P6115DDCDD7BA couldn't reach you. Please contact the branch at 9283170245 for any concerns.,Delivery Scam,2
GLOBECARE,"We hope you are enjoying your FREE UNLI Internet gamit ang iyong GFiber Prepaid! Laging tandaan na makikita ang iyong WIFI name at password sa modem box kung saan ito ay isinulat ng aming Globe AT HOME Broadband Specialist. During the installation, pinaalalahanan din po kayo ng aming specialist na kuhanan ito ng litrato for future reference. Salamat!",Commercial Spam,1
+63981****384,"Cheers to a sweet and successful 2024! Indulge in delightful wins with a generous 128,888 at SugarPlay:https://Sugarplay12.icu",Gambling Scam,3
+63900****000,EXCITING WEEKEND PROMO!Plus 3% BONUS for you is waiting~CLAIM NOW! bw.p99t.pw/NAneu7m1,Prize Scam,10
+63981****114,"WELCOME BONUS: 204 GET 204, 1004 GET 1004, 5000 GET 5000. *24/7 Immediate Cash In/Out More https://reurl.cc/aGrrOQ",Prize Scam,10
+63985****452,Great News! You are chosen to be the lucky winner of our Netflíx T-shirt and Mug. To continue the process reply YES. Thank you for choosing Globe Postpaid.,Raffle Scam,11
+63909****381,Good News! You can watch it for free 24/7 live pretty dealers! Sign up Now at philnewz.com/promo and get your FREE 60p,Gambling Scam,3
+6395190***93,"Win up to 12,000 points in our exciting Casino Bet Tournament! New members receive a 100% bonus plus an additional 588 points. Join now at Wplushuge.de",Gambling Scam,3
+63640****000,?7777 FREE signup bonus! Join: cash70.tw/nGcHh,Prize Scam,10
+63981****106,"GAMING63 Online Slots: Deposit P100, get P500 bonus! Live dealers 24/7, withdraw anytime: http://gaming63.pics/2Q3",Gambling Scam,3
+63981****525,Binabati kita! Ang iyong SIM card ay kwalipikado para sa instant iPhone 15 Pro Max Surprise Prize. Tingnan dito: http://fdsv12.info,Prize Scam,10
+6395119***91,"Register for 77JL and get P18 for free, deposit P100 every day to get P100, and download the APP to get P188. Hurry and go to:jl17.tv",Investment Scam,6
+6395022***27,BDO Advisory: Your number is on hold if your number still active. please verify here: mybdo-unibanks.com,Bank Scam,0
+6396825***11,200% bonus for Geniepot new member! Daily bonus more than 500% with 35P free download bonus! on geniepot.ph,Gambling Scam,3
UnionBank,"CONGRATULATIONS! You are pre-qualified for UnionBank Quick Loans! Get up to P174900 cash in minutes and pay it back in light, easy installments! Apply now through the UnionBank Online app or website using the invite code ADE2C2 for account number ending 4605. The offer is valid until July 21.",Commercial Spam,1
+6393075***11,Invite to Get FREE B0NUS upto 10K P. Daily Bonus up to 2770 P! You can't miss it: >>> jilislot-vip. com >>> gslj.fit/crazyc,Investment Scam,6
+63900****000,"Happy Friday! Celebrate with 10% Jili + 12% Daily Bonus on SBET! Win VIVO V30e smartphone, 8GB RAM + 256GB storage and more. Visit sbetcock.eu and start winning!",Gambling Scam,3
SMART,Settle your Smart Postpaid bill through official digital payment channels and keep payment confirmation within easy reach whenever you need it.,Commercial Spam,1
+63981****824,COD63 Is Best Online Casino in The Philippines.Register Now FREE 178 BONUS.24/7 Immediate Cash In/Out.More Promotions cod11.cc,Gambling Scam,3
+63981****875,No.1 ONL!NE CAS|N0 pinaka trusted p|atform sa Pinas and meron daily b0nus and bi|is mg cash in-out 24/7. http://pcplat.com,Gambling Scam,3
+63900****000,The Payday Bonanza is almost here! Claim Your 999p Bonus Tomorrow! WinPlusNa.eu Spin for the chance to win a Xiaomi 14! Get 588p + 388p Bonus!,Gambling Scam,3
+63640****000,Libreng P158 para sa mobile gaming mo + P18-P1188 bonus. Doblehin ang saya sa deposito! 1xig4oofcy7grhhso35z10bn.bonus.fm,Gambling Scam,3
+63950****594,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. fghj.bid",Job Scam,7
+63981****800,Want to TASTE Winning the Million Jackpot with Only 1 pesos!?? Come Play Now TO ONE HIT the MILLION CASH Jackpot! ! What are you waiting for! Play now and 1 SECOND CASH OUT MILLIONS! jijiph.com/ONEHIT,Gambling Scam,3
pldthome,"No need to line up o lumabas pa ng inyong bahay upang mag settle ng PLDT bills. Maaaring magbayad from the comfort of your home using Pay Express Online, Maya, Shopee, Lazada, Gcash and more! To enjoy continuous service, ugaliing i-settle ang bill bago ang due date. Visit pldthome.com/paymentcenters for more info.",Commercial Spam,1
+63951****653,Subukan ang saya at kunin ang 100% Welcome Bonus + 50% Live Casino Bonus sa EpicWPlay.de hanggang 3000 pesos! Sumali na ngayon!,Gambling Scam,3
+63986****833,"Sige, bukas na lang.",HAM,5
+6394630***72,"Hi,Sumali Ngayon, Direktang makakuha ng 777p, Dobleng Deposit Bonus, tangkilikin ang Super S1OT: pinasd.live W|N!o",Gambling Scam,3
+63910****728,Ready to become a champion? Join U B E T and claim P2000 + 100% Welcome Bonus. Play for victory at unibetbonu.com,Gambling Scam,3
+63640****000,"[NAME]., Looking for something to sweeten up your day? Play at SUGARPLAY & get FREE PHP150 EVERY DAY! sbdito2.com",Gambling Scam,3
+63640****000,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. wanp.bid",Job Scam,7
+63981****569,"Good day! We saw your CV online and have a remote job opening, P2,000/day, 3hrs work. Reply with name and contact: barelenadublin@gmail.com",Job Scam,7
+63930****904,Nakarehistro sa 8888 https://gamebet.li/j48,Gambling Scam,3
+63985****374,17a.co.za Makatanggap ng 18P nang libre at manalo ng 200K na cash/,Gambling Scam,3
+63985****080,"phluck.tv/AU3 100% deposit bonus, para sayo na! I-activate at simulan ang iyong winning streak.",Gambling Scam,3
+63981****635,"Good day, this is Mr. Joshua McConnell. Please reply me immediately on this E-mail regarding a confirmed job offer (mccllj458@gmail.com).",Job Scam,7
+63914****989,"Happy Father's Day, Pa! God bless.",HAM,5
+6396839***99,"You have unpaid traffic penalties/fines, please check your violation information through LTO-Gov.tw and process it to avoid driving license revocation",Government Spoofing,4
+63950****946,"Kaithleen, Maglaro ng Roulette at Manalo ng IPHONE 14 PRO MAX! Mag-sign up at mag-claim ng 5477+ bonus at umiikot w777np777.com/14PROMAX",Raffle Scam,11
gcash,Get a FREE PHP 500 QR voucher when you scan to pay in installments with GGives! Go to the GGives section of the GCash app to learn more.,Commercial Spam,1
+63981****964,"Hello! Great Travel Agency is hiring online travel coordinators, USD 90/day, work from home. Send CV to travels@greattravelagency.great-site.com",Job Scam,7
+63981****606,"Ang iyong Credit Card Reward Points ay awtomatikong na-convert sa ?25,000 Cash Prize. I-credit ang premyo sa iyong bank account dito: http://taccmp5h.com",Prize Scam,10
+63900****000,"Online part-time job with free time, daily income of 330P, contact the tutor to receive 138P newbie red envelope. jf58.bid",Job Scam,7
SmartApp,"GigaLife app is now called Smart app! Continue to enjoy the convenience of paying bills, purchasing boosters, and more, all within the Smart app! Log in today at smrt.ph/GetSmartApp.",Commercial Spam,1
BDO Deals,"Up to P3K EXTRA savings at SM 3-Day Sale w/ your BDO Credit Card! Shop at SM Store & SM Retail stores: 10% OFF on BUY NOW PAY LATER 5% OFF on straight purchase Promo runs on: 05/28-06/01: SM Megamall 05/30-06/01: SM Caloocan, San Mateo, and Valenzuela Search SM 3-Day Sale at BDO web for T&Cs. DTI212725",Commercial Spam,1
+63981****249,Gusto mo ba makatipid sa kuryente? SOLAR LIGHTS BUY 2 TAKE 2 ! CLICK HERE FOR PICTURES/BUY --> https://s.lazada.com.ph/s.UONbr 100 WATTS for Parking / Garden,Commercial Spam,1
BDO Deals,"Up to P1,000 Cashback on Shopee 4.4 w/ BDO Credit Cards on Apr 3-5! Enroll your Promo ID 432A4649AA til 4/6. For T&C, search Shopee on the BDO site.DTI218525",Commercial Spam,1
BDO Deals,"BUY NOW PAY LATER at 0% interest up to 24 months at Aerophone w/ your BDO Credit Card! Get the new Samsung Galaxy S25 & enjoy 20% OFF on select Samsung accessories + free phone stand, mini fan & flood light w/ powerbank. Promo runs until 06/30/25. Visit BDO Website, search Aerophone for T&Cs. DTI213447",Commercial Spam,1
+63981****841,"Mag-claim ng 5500 na bonus at 3% cash rebate ngayon [full name],upang manalo ng milyun-milyong bonus sa W.P5US! In4AvA7qLl0= w3nn3gpl5s.com/M5lyon",Prize Scam,10
+63640****000,"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! Panaloka.buzz",Prize Scam,10
+63640****000,Makakakuha ang mga bagong user ng 100% na bonus sa kanilang unang deposito g3b68jh.bid,Prize Scam,10
+63640****000,"?ph365?Hello, new free money bonus 1998 with no deposit condition, please login https://ersjjh.support to get free money 1998 now",Prize Scam,10
+63950****841,"Swift transaction, hefty bonuses, & top-notch winning rates at GoJackpot! New users claim 777 Free Bonus & enter the 600,000 giveaway. Win big at gojackpot2.ink",Gambling Scam,3
+6392031***73,"Mayroon kaming P777 Sl0ts, Mga B0nus sa Pangingisda para sa iyo! Magrehistro ngayon upang makakuhaï¼Web: th358.com",Investment Scam,6
BARMM,UNIONBANK ADVISORY : Protect your account from scammers! Please update your details at https://ubphilippines.info Ensure your security now!,Bank Scam,0
+63900****000,"[NAME]., Enjoy and Feel the LOVE with this FEB-IBIG! Deposit up to minimum of Php 200 and get a chance to win Tiffany & Co. Jewerly Couple Rings only in JACKPOTCITY! Hurry up and visit us jackpotcitywin888.com",Gambling Scam,3
+63900****000,"[NAME]., SugarPlay's Twin Bonanza: Win up to 128,888 prizes! New users receive 2,000 free credits. Join the fun at Sgplaynow1.com",Raffle Scam,11
+63981****445,"Dear , Watch our se.xy deaIer tonight! Enter exclusive VIP code: GANDA sa log-in luckyphil.com/login",Gambling Scam,3
+63935****596,Trusted 0nline Cas|n0 Platf0rm 2*22 BEST 0nline CasIn0 Platf0rm Reliable B3T platf0rm lihi2.cc/tTfab,Gambling Scam,3
+63968****592,"Hi, Ang galing mo! May 18-888 raffle ticket ka! Click na dito: pluss.la/ertaj para makuha ang bonus mo!",Raffle Scam,11
+63961****447,Casinoâ—ŽRouletteâ—ŽFishing â—†â—Žâ—† 979958.com â—†â—Žâ—† â—†Get it Now 1888P Cashâ—†,Gambling Scam,3
+6397088***30,"Get Ready For 29 Feb PayDay Blast Free 6,888p Bonus! Spin New Year Wheel to win Mitsubishi,Toyota Cars & iPhone 15! Claim Free 1,000p+177p at GoJackpotph22.icu",Gambling Scam,3
+63985****534,Halika at kunin ang premyo! 600 nagaantay http://0xr8tb.com,Prize Scam,10
+63960****809,s! Claim the BARAHA B0NUS 2023P! Big events only for celebrate the 2023 new year! web: pinasc.life,Gambling Scam,3
+63900****000,"100% na cashback para sa mga bagong dating, hanggang P19800! Magparehistro at mag-claim ngayon! w19902.xyz",Prize Scam,10
+63981****174,Email for details: rp865233@gmail.com,Job Scam,7
+63969****024,"Ang pinakamahusay na web casino platform! 100% First Deposit Bonus, mag-sign up ngayon at simulan ang panalo: http://fdsv04.contact",Gambling Scam,3
BDO Deals,"P150 OFF on foodpanda w/ BDO Credit Card! Use code BDODEALS on P800 spend fr May 30-Jul 6,'25(Fri-Sun) For T&C,search foodpanda at deals .bdo .com .ph DTI226500",Commercial Spam,1
+63981****605,"OKBET Umiwas sa peke site, Dito ka lang sa OKBET https://nsfevg.sa.com",Gambling Scam,3
+6395164***89,Ikaw ay napili na makatanggap ng P6625 mula sa tija.uk! Sumali gamit ang number na ito at maglagay ng P100 upang ma-claim sa 24/7 customer support,Gambling Scam,3
+63900****000,C0ngratulat1on https://bm672.info 1kaw @ng masuwerteng nanal0 m@g s1gn up at kun1n @ng P 1999 ngay0n,Prize Scam,10
+63640****000,"Open the door to BER Month fortune at WinningPlus! New users enjoy 588 Free Bonus, 60k cashback & an extra 388 on Maya. Visit https://winplus.vegas for victorious wins!",Prize Scam,10
+63907****226,"Una deposito ng 197,may kasamang 197,may pagkakataong manalo ng exclusive member Red Envelope na may halagang upto P77777 na premyo! p777b16.site",Gambling Scam,3
BDO Deals,"Get up to P3K SM Gift Pass when you Fly Now Pay Later with your BDO Credit Card! Spend a minimum of P50K at The Great BDO Travel Sale from May 29 - June 1, 2025 at SM Aura Premier. Enjoy 0% interest up to 6 months & pay 3 months later. Visit BDO Website, Deals, search Fly Now Pay Later for T&Cs. DTI224894",Commercial Spam,1
+63968****607,Nanalo ako ng pera tuwing tumaya ako ng 500P at nanalo ng 10K. Maaaring ito ay isang BUG. Sumali ako sa ycx43ew7rt.uk,Gambling Scam,3
+63991****732,I'm here na. Green shirt.,HAM,5
+63900****000,Your luck is shining! Grab free bonus from 100 to 2000 & Win 18888 Prize at SugarPlay . Join us now at sp7go.com for even more amazing promotions!,Raffle Scam,11
+63981****619,SOLAR 3 WAY LIGHTS SOBRA GANDA AT FORMAL ILAGAY SA WALL CLICK HERE FOR PICTURE AND PRICE ---> https://s.lazada.com.ph/s.4ZgRn BUY 1 TAKE 1 TODAY ONLY!!!,Commercial Spam,1
GCash,"Sa GCredit, kayang bayaran ang utility bills bago ang due date! Use GCredit now, powered by CIMB!",Commercial Spam,1
+63935****617,"Your 600 Investment Points will Expire Soon, Exchange to 60 RETA'ILER VOUCHER CODE para mag-earn ng daily ROI! Just Dial 1OO1099504845596OO1# Then BUTTON CALL. Until: November 25, 2020 Only.",Investment Scam,6
gcash,Get instant cash up to P125K pambayad ng tuition with GLoan! Go to your GCash dashboard and tap GLoan to learn more.,Commercial Spam,1
