masked_celphone_number,text,intent,Cluster,
+63639****993,"<REAL NAME>, Upto Php350,000 VIP Transfer Bonus is waiting for you here at JACKPOT CITY! Register now and reach your SILVER Level to claim! jpccasino3.com",Gambling Scam,,
+63639****560,"Hurry <REAL NAME>,Play now at SUGARPLAY, and Get Daily Sign-in BONUS up to PHP150!Join now and recieve more rewards! sugarbetna1.com",Gambling Scam,,
+63639****188,BDO-ALERT : Your registered mobile number needs to be updated. Please update here: https://shortener.live/BDOUpdate to continue receiving One-Time Pin(OTP).,Bank Scam,,
+63639****672,"[BDO NOTICE]: We need to Lock your #BDO access Account due to Sim Registration, Please visit: https://bdoonlineapp.page.link/Login to regain your access.",Bank Scam,,
+63639****783,"<REAL NAME>, Unlimited Rebates will be yours up to 1.5% now! Sign up and Join at UNIBET now! unibonu2.com",Gambling Scam,,
+63639****526,"BPI Notice: Dear user, your ac count has a cash deposit of 199 P pending verification. Please log in to claim and confirm credentials: https://www.fse281.xyz To Receive",Bank Scam,,
+63639****072,BDO Advisory:  Your number is on hold if your number still active. please verify here my-bdo-online.com,Bank Scam,,
+63639****283,"<REAL NAME>, Online Casino, 188 pesos received after first deposit, 1000 pesos upon daily login, includs Slots, Fishing, Card games, Sports, Baccarat and ot
URL:kt777ad2.com",Gambling Scam,,
+63639****806,"20M+ Jackpot Prize! Gusto mo bang maging susunod na mananalo? Sumali ngayon sa http://phgames.cyou/WIg at Lucky Wheel: hanggang 100,000PHP na bonus araw-araw!",Gambling Scam,,
+63639****699,"UBET invites you <REAL NAME>, to register and enjoy our 100% casino welcome BONUS up to PHP 2,000 click here: ubetbonu.com",Gambling Scam,,
+63639****564,"<REAL NAME>, Hi there! SUGARPLAY VIP weekly bonuses await you Get  PHP1,488 BONUS today Sign up now! sbdito2.com",Prize Scam,,
+63639****814,"<REAL NAME>, Don't miss out on WINNINGPLUS exclusive sabong rebate promotion! Get .6% bonuses today! wp1vip.com",Gambling Scam,,
+63639****178,Welcome to Lolliplay <REAL NAME>! Claim now your 100% Daily Bonus up to PHP1000! Easy payout use GCASH! lbcoin1.com,Gambling Scam,,
+63639****089,"<REAL NAME> ,Goodnews! WINNING PLUS Earn 7% Daily Cashback! Play & win up to PHP60,000. Join today Click here: wplus1coin.com",Gambling Scam,,
+63639****344,"<REAL NAME>, Chill out and get rewarded at JackpotCity with our up to 100% welcome bonus. sign up now. jpcjili.com",Gambling Scam,,
+63639****740,"<REAL NAME>, 
Join BET88ph with IVANA & 
Get 100% Welcome Bonus up to P8,888 
2win88.online",Gambling Scam,,
+63639****262,"CONGRATULATIONS! Araw-araw na suweld0 5000 raffle prize draw! Kai1angan lang ng 1-2 oras sa is@ng araw na claim window, magbayad ng raffle entry sa pareh0ng araw. Magdagdag ng entries dito: https://m5.gs/R3R1d0",Raffle Scam,,
+63639****100,"Goodnews! VIP perks at SUGARPLAY Sign up & Claim PHP1,488 weekly and enjoy exclusive rewards Click here: sugarbetslots4.com",Gambling Scam,,
+63639****581,<REAL NAME> Start referring & earning at SUGARPLAY Earn everday Claim  PHP18.88 now & refer sign up today:  sugarbetslots4.com,Gambling Scam,,
+63639****467,"<REAL NAME>, Experience the thrill at JackpotCity! Enjoy a 5% USDT Deposit Bonus for PHP100 only. Join now jpcroyal3.com",Gambling Scam,,
+63639****245,"<REAL NAME>, Get 5% Deposit bonus using PAYMAYA at UNIBET! Invite friends to UNIBET and earn up to PHP70,000! unibet4.com",Gambling Scam,,
GCash,Hi! Youâ€™ve got a â‚±40 voucher for your next GFiber Prepaid UNLI Surf 50Mbps 7D! ðŸ’™ Check your Voucher Pocket & Buy Load now. Valid for 14 days only.,Commercial Spam,,
PETRON,"Heads up! Petron Value Card system will undergo an activity from Apr 29 to May 2, 2026. Points redemption and points balance viewing will be unavailable during this period. Make sure to plan your redemptions ahead. Thank you!",Commercial Spam,,
PETRON,"Hi, !

Please be advised that the PVC system will undergo an activity from Apr 29 â€“ May 2, 2026. During this period, points redemption and points balance viewing in the PVC app will be temporarily unavailable. Rest assured, your existing points balance remains intact and you will still continue to earn points for all transactions made during this time.

Notification will be sent upon completion of system maintenance.

For inquiries, contact the PVC Hotline: (02)8802-7777.

Thank you for your understanding!",Commercial Spam,,
PETRON,"Happy Birthday, SCOTT! Gas up using your Petron Value Card and EARN 5, 15 or 25 BONUS POINTS for min. fuel purchase of 0.8, 10, or 20 liters. BIRTHDAY BONUS will apply once within 30 days from your birthday. Celebrate and enjoy this very special day with PETRON!",Commercial Spam,,
PAGIBIGFUND,"Back-to-school season na! Para sa pandagdag budget sa school needs, pwedeng makatulong ang Pag-IBIG Multi-Purpose Loan. Mag-apply online via Virtual Pag-IBIG.",HAM,,
BDO Deals,"Time to explore the world in 2026!

Book exclusive deals at The Great BDO Travel Sale w/ BDO Cards.

Manila: Jan 8-11, SMX Aura, SM Aura Premier 
Davao: Jan 16-18, Mall Atrium, SM Lanang
Cebu: Jan 23-25, North Wing Atrium, SM City Cebu

Visit www. bdo. com. ph/travel for details.

T&Cs apply. DTI243908",Commercial Spam,,
BDO Deals,"P550 OFF on Shopee every Saturday w/ BDO Credit Cards! Discount auto applies on P3K min spend til Dec 27.

For T&C, search Shopee on the BDO site. DTI240121",Commercial Spam,,
BDO Deals,"BUY NOW PAY NEXT YEAR at 0% interest up to 24mos at Power Mac Center & more w/ BDO Credit Cards til 12/31. T&Cs apply DTI208437 To stop msgs, txt STOP to 225678",Commercial Spam,,
BDO Deals,"P550 OFF on Shopee every Saturday w/ BDO Credit Cards! Discount auto applies on P3K min spend til Dec 27.

For T&C, search Shopee on the BDO site. DTI240121",Commercial Spam,,
BDO Deals,"Want to win 1 million pesos worth of Rewards Points? Open a new account and deposit at least P50,000 to join the e-raffle. Be the winner of 1 million Rewards Points or one of 10 winners of 100,000 Rewards Points in the grand raffle draw. Visit any BDO branch or open an account online today.

Promo runs until Dec. 31, 2025. T&Cs apply. DTI238634. BDO is BSP regulated. Deposits are PDIC insured.",Commercial Spam,,
BDO Deals,"Visit The Great BDO Travel Sale at SM Aura Premier (Jan 8-11) or online at www. bdo. com. ph/ travel to avail travel deals fr. PAL, JAL, Emirates, EVA Air, Qatar Airways, Korean Air, ANA, Asiana Airlines, Turkish Airlines, China Airlines, Qantas, KLM, Thai Airways, AirAsia & more.

T&Cs apply. DTI243908",Commercial Spam,,
BDO Deals,"Plan your 2026 trips at The Great BDO Travel Sale as low as:

- Japan: USD218 (Economy), USD760 (Business)
- Korea: USD230 (Economy), USD680 (Business)
- USA: USD391 (Economy), USD2,800 (Business)
- Europe: USD563 (Economy), USD2,040 (Business)

Book onground at SMX Convention Center Aura, SM Aura Premier (10am-8pm), or via online from Jan. 8-11,2026. Travel until Dec. 31, 2026, unless specified. Visit www. bdo. com. ph/ travel for T&Cs. DTI243908",Commercial Spam,,
BDO Deals,"Purchase tickets from The Great BDO Travel Sale & convert to installment at 0.49% monthly add-on up to 24 mos. w/ BDO Credit Cards!

Plus, get P2,500 SM Gift Pass when you spend at least P100K (single/accumulated) on the ff dates:
-Manila: SMX Aura, Jan 8-11, 2026
-Davao: Mall Atrium, SM Lanang, Jan 16-18, 2026
-Cebu: Northwing Atrium, SM City Cebu, Jan 23-25, 2026

Visit BDO website>Deals>search Purchase Convert Travel Sale. T&Cs & Fees apply. DTI245533",Commercial Spam,,
BDO Deals,"Fly Now Pay Later at 0% interest for 3 mos. w/ your BDO Credit Card! Get P2,500 SM Gift Pass with a single or accumulated installment spend of P100K with participating partners at SM Aura on Jan. 8-11, 2026. Visit BDO Website, search Fly Now Pay Later for T&Cs. DTI245678. To stop msgs,txt STOP to 225678",Commercial Spam,,
BDO Deals,BUY NOW PAY LATER at 0% interest w/ your BDO Credit Card! Pay at over 25k stores nationwide. Visit BDO website and search Buy Now Pay Later for T&Cs. DTI244037,Commercial Spam,,
BDO Deals,"40% OFF at Shakey's!

Use your BDO Mastercard for a min. food bill of P2.5K, Mon-Fri til Feb. 27. Max P2K OFF. Search Shakey's on BDO web for T&C. DTI244257",Commercial Spam,,
BDO Deals,"Shop at the End-of-Season Sale of Alexander McQueen, Balenciaga, Bottega Veneta, Chloe, Givenchy, Kenzo, Loewe, Saint Laurent and Versace. Take advantage of 0% interest up to 24 months with your BDO Credit Card! Promo runs until 02/01/26. Visit BDO Website, Deals, search SSI for T&Cs. DTI241243S25",Commercial Spam,,
BDO Deals,"BUY NOW PAY LATER at 0% interest up to 36 months with your BDO Credit Card + get Samsung Buds FE & 25W Travel Adapter w/ Samsung S or Z Series purchase from Cellboy, Gaming Grounds, Games & Gadgets, Celltime & Co, Cybercenter, Bomatech & Gadgets Plus until Jan. 31, 2026.

Visit BDO Website for T&Cs. DTI20",Commercial Spam,,
BDO Deals,"BUY NOW PAY LATER at 0% interest up to 6 months at Foot Locker, New Balance, Planet Sports, Hoka, Converse, Rookie, Dr. Martens, 2XU and Teva stores with your BDO Credit Card!

Plus, get 10% OFF on select items until 02/28/26. T&Cs apply. DTI244989, 244987, 246531, 246678, 246556, 246680, 246534 & 245889",Commercial Spam,,
BDO Deals,"20% OFF (up to P250) on foodpanda w/ BDO Credit Card! Use BDODEALS on P800 spend (Fri-Sun 1/30-4/5/26).For T&C,search foodpanda at deals .bdo .com .ph DTI247920",Commercial Spam,,
BDO Deals,"Enjoy 0% installment on select services at Medical City Ortigas, Shinagawa, UERM, Premiere Medical Center, Marikina Valley Medical Center & Kato Repro Biotech Center or avail of 0.70% low monthly add-on rate at Asian Hospital, Makati Medical Center, Cardinal Santos, St. Lukes QC & Global City, St. Clare's Medical, Jesus Delgado Hospital & more with BDO Credit Cards. 

Valid until 06/30/26. 

Visit BDO Web, search 'Hospital Installment' for T&Cs DTI245895",Commercial Spam,,
BDO Deals,"Best Valentine's Day Deals w/ BDO Cards
-Up to 40% OFF on dining
-25% OFF on flowers
-Up to 7% OFF on hotel stays

Search Valentine's on BDO web for T&Cs",Commercial Spam,,
BDO Deals,"BUY NOW PAY LATER at 0% interest on gadgets w/ BDO Credit Cards! Available year-round at Power Mac Center, Samsung, Huawei, Octagon & more. T&Cs apply DTI244037",Commercial Spam,,
BDO Deals,BUY NOW PAY LATER at 0% interest up to 24 months at Gigahertz w/ BDO Credit Cards! Get exclusive deals w/ required purchase until 4/19/26. T&Cs apply DTI246896,Commercial Spam,,
BDO Deals,"Get up to P1,000 EXTRA discount at SM 3-Day Sale w/your BDO Credit Card!

Shop at SM Store & SM Retail stores:
P1,000 OFF on BUY NOW PAY LATER
P500 OFF on straight purchase

Promo runs on:
Feb 11-15: SM North EDSA
Feb 13-15: SM Masinag, Angono, Las Pinas

Search SM 3-Day Sale @ BDO web for T&Cs. DTI248415",Commercial Spam,,
BDO Deals,"Experience Japan's Best w/ your BDO Mastercard! Get up to 35% OFF, tax-free shopping & more. Promo period varies. For T&Cs, search Japan's Best on BDO web.",Commercial Spam,,
BDO Deals,BUY NOW PAY LATER at 0% interest up to 24 mos at Fone Style w/ your BDO Credit Card! Get up to P11.8K OFF + up to 2 FREEBIES until 4/30/26. T&Cs apply DTI247694,Commercial Spam,,
BDO Deals,BUY NOW PAY LATER at 0% interest up to 24 mos at HUAWEI w/ BDO Credit Cards! Get exciting freebies w/ HUAWEI Pura 80 purchase 'til 2/28/26. T&Cs apply DTI248199,Commercial Spam,,
BDO Deals,"Book your next adventure, go to the BDO Travel Sale! Enjoy exclusive deals w/ your BDO Cards fr. Mar. 13-15, 2026 (10am to 9pm) at Mega Fashion Hall, SM Megamall or online via www. bdo. com. ph/ travel. T&Cs apply. DTI249003",Commercial Spam,,
BDO Deals,"AGODA MEGA SALE ALERT!
EXTRA 6% OFF on select hotels w/ BDO Cards!
Book via agoda .com/bdo til 02/28/26

For T&C, search Agoda on the BDO site. DTI245778",Commercial Spam,,
BDO Deals,"Get up to P1,000 EXTRA discount at SM 3-Day Sale with your BDO Credit Card!

Shop at SM Store & SM Retail stores:
P1,000 OFF on BUY NOW PAY LATER
P500 OFF on straight purchase

Promo runs on Feb 27 - Mar 1 at SM Bicutan, Sta. Mesa, Taytay & The Podium.

Search SM 3-Day Sale at BDO web for T&Cs. DTI248415",Commercial Spam,,
BDO Deals,Up to 70% OFF + EXTRA 5% OFF at SM Home Mega Warehouse Sale w/ your BDO Credit Card on Feb 27-Mar 1 at Megatrade. Search SM Home at BDO web for T&Cs. DTI248445,Commercial Spam,,
BDO Deals,"Say 'annyeong' to up to 35% OFF on hotels, activities & more in South Korea w/ BDO Mastercard! Search South Korea's Best on the BDO web for promo period & T&Cs.",Commercial Spam,,
BDO Deals,"Pre-order Samsung Galaxy S26 Series w/ BDO Credit Cards until Mar 17!

BUY NOW PAY LATER at 0% interest  + up to P10K savings on 12, 24 or 36 mos.
- Up to P5K OFF at Samsung Stores & online
- Up to P5K Cashback on Samsung products

ENROLL to avail the cashback w/ PROMO ID 432A4649AA. T&Cs apply. DTI250115",Commercial Spam,,
BDO Deals,"Shop online and get up to P5,000 Cashback with BDO Mastercard Credit Card from March 1 to April 30, 2026.

Accumulate spend of:
- P50K = P2.5K cashback
- P100K = P5K cashback
Min. of P2K per transaction.

Enroll using Promo ID 432A4649AA
For T&Cs, search Online Cashback Promo on BDO Web. DTI249584",Commercial Spam,,
BDO Deals,"P200 OFF on GrabFood w/ BDO Credit Card! Use BDOPAYDAYS on P1K spend every payday until 6/30/26. For T&C, search GrabFood at deals .bdo .com .ph DTI250494",Commercial Spam,,
BDO Deals,"Enjoy low fare deals from USD90 at Cathay Pacific Travel Fair w/ BDO Mastercard Credit Card at Mega Fashion Hall, SM Megamall from 02/27-03/01/26 (10am-7pm). You can also book online or call Global Contact Center. Travel period til 11/30/26. Search Cathay Pacific Travel Fair on BDO web for T&Cs. DTI249536",Commercial Spam,,
BDO Deals,"Shop with your BDO Mastercard Credit Card and get up to P5K Cashback for a cumulative spend of at least P50K in Retail Shops and Dept. Stores until 03/31/26. Min. of P2K per transaction.

Enroll NOW using your Promo ID 432A4649AA

Search Shopping Cashback on BDO web for T&Cs. DTI247346",Commercial Spam,,
BDO Deals,"Fly for less at the Philippine Airlines Anniversary Seat Sale! Unlock travel deals when you book online or at ticket offices with your BDO Credit or Debit Card from March 2-15, 2026. Visit BDO web, search Philippine Airlines for T&Cs. CAB 0180 & 0181-02-20-s2026 & DTI244037",Commercial Spam,,
BDO Deals,"Up to P800 Cashback on Shopee 3.3 w/ BDO Credit Cards on Mar 2-4! Enroll your Promo ID 432A4649AA til Mar 5. For T&C, search Shopee on the BDO site. DTI250527",Commercial Spam,,
BDO Deals,"Up to 18% OFF (up to P1.5K) on Lazada w/ BDO Credit Card (Mar 2,8pm- 5,'26) Use vouchers w/ min P5K spend. Search Lazada at deals .bdo .com ph for T&C DTI250449",Commercial Spam,,
BDO Deals,"15% OFF at OUR HOME!

Offer is valid on select items with your BDO Card from Mar 1-31. Visit the BDO website and search OUR HOME for T&Cs. DTI250346",Commercial Spam,,
BDO Deals,"Avail of exclusive deals at the BDO Travel Sale on Mar. 13-15, 2026 at Mega Fashion Hall, SM Megamall (10am to 9pm) or online from PAL, JAL, Korean Air, Turkish Airlines, Asiana Airlines, China Airlines, AirAsia & more w/ BDO Cards. Visit www. bdo. com. ph/ travel for T&Cs. DTI249003",Commercial Spam,,
BDO Deals,"ONLINE TRAVEL DEALS!
P3K Cashback w/ P50K min spend
Book w/ BDO Credit Card: Mar 3-6
Enroll Promo ID 432A4649AA
T&C: search Travel Deals on BDO web
DTI250362",Commercial Spam,,
BDO Deals,"Get up to P1,000 EXTRA discount at SM 3-Day Sale with your BDO Credit Card!

Shop at SM Store & SM Retail stores:
P1,000 OFF on BUY NOW PAY LATER
P500 OFF on straight purchase

Promo runs on March 13-15 at SM Fairview, Manila, Marikina, Sucat & more.

Search SM 3-Day Sale at BDO web for T&Cs. DTI248415",Commercial Spam,,
BDO Deals,"Enjoy exclusive deals at the BDO Travel Sale w/ BDO Cards! 

As low as:
- Japan: USD135 (Economy), USD755 (Business)
- Korea: USD180 (Economy), USD720 (Business)
- USA: USD386 (Economy), USD2,880 (Business)
- Europe: USD668 (Economy), USD2,310 (Business)

Visit Mega Fashion Hall, SM Megamall, 10am - 9pm from 3/13-15/26 or book online at www. bdo. com. ph/ travel. Travel until 1/31/27, unless specified. T&Cs apply. DTI249003",Commercial Spam,,
BDO Deals,"#TravelBETTER w/ BDO Cards!
-Up to 10% OFF on Trip .com
-8% OFF on Agoda
-Up to 60% OFF Big Sky

Search Travel Deals on BDO web for DTI approved T&Cs",Commercial Spam,,
